Date,boc1,smc1,so-premp-c1,sm-premp-c1,sc1,rin-d4-us,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,fupoc1,rsc1,myr=,cpo-id-m1,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,,
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,,
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,,
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,,
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,965,,1175,,
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,995,,1200,,
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,985,,1190,,
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,980,,1190,,
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,980,,1190,,
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,985,,1180,,
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,1005,,1200,,
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,1017,,1205,,
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,1015,,1220,,
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,1240,,
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,1240,,
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,1010,1270.0,1230,,
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,985,1260.0,1225,,
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1260.0,1215,,
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,1010,1280.0,1235,,
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,1245,,
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1260.0,1230,,
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,975,1235.0,1235,,
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,975,1230.0,1225,,
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,972,1220.0,1215,,
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,980,1225.0,1220,,
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1245.0,1230,,
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,995,1240.0,1230,,
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,995,1255.0,1245,,
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,990,1228.0,1240,,
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,985,1235.0,1250,,
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,980,1235.0,1245,,
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,970,1220.0,1255,,
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,970,1235.0,1250,,
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,955,1257.0,1260,,
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,945,1255.0,1260,,
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,955,1250.0,1260,,
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,965,1255.0,1260,,
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,980,1274.0,1270,,
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,995,1302.0,1280,,
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1315.0,1290,,
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,1005,1330.0,1300,,
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,1025,1340.0,1310,,
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,985,1312.0,1300,,
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,975,1308.0,1290,,
2012-08-30,,,45,,,,,,,,,,,,,,,,,,,,,,,975,1320.0,1310,,
2012-08-31,,,59,,,,,,,,,,,,,,,,,,,,,,,970,1320.0,1305,,
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,995,1320.0,1310,,
2012-09-04,,,56,,,,,,,,,,,,,,,,,,,,,,,1000,1345.0,1320,,
2012-09-05,,,48,,,,,,,,,,,,,,,,,,,,,,,970,1330.0,1325,,
2012-09-06,,,59,,,,,,,,,,,,,,,,,,,,,,,960,1325.0,1320,,
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,950,1315.0,1320,,
2012-09-10,,,55,,,,,,,,,,,,,,,,,,,,,,,950,1308.0,1325,,
2012-09-11,,,56,,,,,,,,,,,,,,,,,,,,,,,940,1297.0,1315,,
2012-09-12,,,-18,,,,,,,,,,,,,,,,,,,,,,,950,1295.0,1310,,
2012-09-13,,,47,,,,,,,,,,,,,,,,,,,,,,,950,1295.0,1310,,
2012-09-14,,,48,,,,,,,,,,,,,,,,,,,,,,,955,1315.0,1315,,
2012-09-17,,,50,,,,,,,,,,,,,,,,,,,,,,,960,1315.0,1315,,
2012-09-18,,,53,,,,,,,,,,,,,,,,,,,,,,,930,1265.0,1280,,
2012-09-19,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,,,57,,,,,,,,,,,,,,,,,,,,,,,840,1245.0,1245,,
2012-09-25,,,57,,,,,,,,,,,,,,,,,,,,,,,845,1240.0,1250,,
2012-09-26,,,55,,,,,,,,,,,,,,,,,,,,,,,860,1195.0,1245,,
2012-09-27,,,55,,,,,,,,,,,,,,,,,,,,,,,835,1180.0,1220,,
2012-09-28,,,52,,,,,,,,,,,,,,,,,,,,,,,820,1185.0,1225,,
2012-10-01,,,55,,,,,,,,,,,,,,,,,,,,,,,805,1165.0,1220,,
2012-10-02,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,,,52,,,,,,,,,,,,,,,,,,,,,,,760,1135.0,1180,,
2012-10-04,,,53,,,,,,,,,,,,,,,,,,,,,,,760,1135.0,1180,,
2012-10-05,,,53,,,,,,,,,,,,,,,,,,,,,,,765,1145.0,1185,,
2012-10-08,,,53,,,,,,,,,,,,,,,,,,,,,,,760,1127.0,1180,,
2012-10-09,,,55,,,,,,,,,,,,,,,,,,,,,,,775,1145.0,1200,,
2012-10-10,,,53,,,,,,,,,,,,,,,,,,,,,,,780,1150.0,1200,,
2012-10-11,,,55,,,,,,,,,,,,,,,,,,,,,,,790,1152.0,1215,,
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,795,1155.0,1215,,
2012-10-15,,,53,,,,,,,,,,,,,,,,,,,,,,,790,1135.0,1200,,
2012-10-16,,,57,,,,,,,,,,,,,,,,,,,,,,,790,1135.0,1205,,
2012-10-17,,,57,,,,,,,,,,,,,,,,,,,,,,,780,1155.0,1200,,
2012-10-18,,,55,,,,,,,,,,,,,,,,,,,,,,,780,1180.0,1210,,
2012-10-19,,,56,,,,,,,,,,,,,,,,,,,,,,,780,1195.0,1220,,
2012-10-22,,,58,,,,,,,,,,,,,,,,,,,,,,,795,1200.0,1225,,
2012-10-23,,,58,,,,,,,,,,,,,,,,,,,,,,,790,1180.0,1225,,
2012-10-24,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,,,58,,,,,,,,,,,,,,,,,,,,,,,805,1200.0,1225,,
2012-10-26,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,,,61,,,,,,,,,,,,,,,,,,,,,,,790,1168.0,1220,,
2012-10-30,,,59,,,,,,,,,,,,,,,,,,,,,,,780,1165.0,1215,,
2012-10-31,,,58,,,,,,,,,,,,,,,,,,,,,,,785,1165.0,1220,,
2012-11-01,,,56,56,,,,,,,,,,,,,,,,,,,,,,795,1163.0,1230,,
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,790,1165.0,1225,,
2012-11-05,,,55,55,,,,,,,,,,,,,,,,,,,,,,765,1130.0,1220,,
2012-11-06,,,52,52,,,,,,,,,,,,,,,,,,,,,,770,1135.0,1215,,
2012-11-07,,,54,54,,,,,,,,,,,,,,,1059,,,,,,,,,,,
2012-11-08,,,53,53,,,,,,,,,,,,,,,1063,,,,,,,772,1130.0,1215,,
2012-11-09,,,56,56,,,,,,,,,,,,,,,1043,,,,,,,760,1130.0,1215,,
2012-11-12,,,55,55,,,,,,,,,,,,,,,1036,,,,,,,765,1115.0,1200,,
2012-11-13,,,58,58,,,,,,,,,,,,,,,1030,,,,,,,,,,,
2012-11-14,,,58,58,,,,,,,,,,,,,,,1050,,,,,,,,,,,
2012-11-15,,,,,,,,,,,,,,,,,,,1056,,,,,,,,,,,
2012-11-16,,,58,58,,,,,,,,,,,,,,,1050,,,,,,,,,,,
2012-11-19,,,58,58,,,,,,,,,,,,,,,1073,,,,,,,780,1148.0,1210,,
2012-11-20,,,59,59,,,,,,,,,,,,,,,1084,,,,,,,775,1145.0,1215,,
2012-11-21,,,56,56,,,,,,,,,,,,,,,1090,,,,,,,775,1165.0,1215,,
2012-11-22,,,,,,,,,,,,,,,,,,,1090,,,,,,,,,,,
2012-11-23,,,57,57,,,,,,,,,,,,721.25,,792.5,1100,,,,,,,762,1178.0,1220,,
2012-11-26,,,57,57,,,,,,,,,,,,731.25,,797.5,,,,,,,,770,1200.0,1225,,
2012-11-27,,,52,52,,,,,,,,,,,,715.0,,795.0,1140,,,,,,,765,1200.0,1230,,
2012-11-28,,,57,57,,,,,,,,,,,,710.0,,787.5,1135,,,,,,75.0,,,,,
2012-11-29,,,58,58,,,,,,,,,,,,705.0,,787.5,1128,,,,,,,755,1200.0,1240,,
2012-11-30,,,59,59,,,,,,,,,,,,707.5,,807.5,1118,,,,,,,752,1202.0,1245,,
2012-12-03,,,58,58,,,,,,,,,,,,690.0,,780.0,1129,,,,,,,750,1210.0,1240,,
2012-12-04,,,58,58,,,,,,,,,,,,690.0,,792.5,1120,,,,,,150.0,740,1205.0,1250,,
2012-12-05,,,59,59,,,,,,,,,,,,685.0,,792.5,1138,1143.5,,,,,150.0,735,1205.0,1250,,
2012-12-06,,,58,58,,,,,,,,,,,,685.0,,765.0,1138,1138.9,,,,,150.0,742,1222.0,1255,,
2012-12-07,,,56,56,,,,,,,,,,,,677.5,,765.0,1142,,,,,,200.0,737,1225.0,1260,,
2012-12-10,,,56,56,,,,,,,,,,,,687.5,,770.0,1149,,,,,,200.0,735,1220.0,1250,,
2012-12-11,,,56,56,,,,,,,,,,,,680.0,,760.0,1128,1121.5,,,,,200.0,730,1220.0,1250,,
2012-12-12,,,54,54,,,,,,,,,,,,663.75,,755.0,1113,,,,,,200.0,725,1200.0,1250,,
2012-12-13,,,55,55,,,,,,,,,,,,660.0,,785.0,1101,1093.9,1105.0,,,,200.0,710,1185.0,1245,,
2012-12-14,,,52,52,,,,,,,,,,,,670.0,,795.0,1121,1093.9,1105.0,,,,200.0,725,1192.0,1240,,
2012-12-17,,,52,52,,,,,,,,,,,,683.75,,760.0,1121,1119.7,1130.8,,,,200.0,730,1200.0,1250,,
2012-12-18,,,49,49,,,,,,,,,,,,681.25,,755.0,1110,1106.1,1117.1,,,,200.0,725,1190.0,1250,,
2012-12-19,,,46,46,,,,,,,,,,,,675.0,,752.5,1091,1089.3,1100.3,,,,200.0,720,1182.0,1240,,
2012-12-20,,,38,38,,,,,,,,,,,,673.75,,745.0,1079,,,,,,200.0,720,1170.0,1230,,
2012-12-21,,,40,40,,,,,,,,,,,,690.0,,805.0,1082,1078.3,1089.3,,,,200.0,745,1172.0,1235,,
2012-12-24,,,,,,,,,,,,,,,,702.5,,770.0,,1095.9,1106.9,,,,200.0,750,1175.0,1240,,
2012-12-25,,,,,,,,,,,,,,,,,,,,,,,,80.0,200.0,,,,,
2012-12-26,,,39,39,,,,,,,,,,,,715.0,,,1088,,,,,80.0,200.0,745,1175.0,1235,,
2012-12-27,,,39,39,,,,,,,,,,,,730.0,,787.5,1087,1086.7,1097.7,,,80.0,200.0,770,1170.0,1245,,
2012-12-28,,,37,37,,,,,,,,,,,,735.0,,800.0,1100,1044.8,1033.8,,,80.0,200.0,775,1175.0,1240,,
2012-12-31,,,,,,,,,,,,,,,,731.25,,787.5,,,,,,120.0,200.0,780,1175.0,1255,,
2013-01-02,,,37,37,,,,,,,,,,,,755.0,,810.0,1138,1088.0,1099.0,,,,,800,1190.0,1245,,
2013-01-03,,,35,35,,,,,,,,,,,,757.5,,805.0,1130,1073.7,1082.5,,,,,805,1215.0,1245,,
2013-01-04,,,35,35,,,,,,,,,,,,755.0,,815.0,1109,1078.1,1084.7,,,140.0,200.0,800,1202.0,1245,,
2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,140.0,260.0,,,,,
2013-01-07,,,33,33,,,,,,,,,,,,750.0,,807.5,1114,1061.8,1070.6,,,220.0,260.0,795,1192.0,1250,,
2013-01-08,,,37,37,,,,,,,,,,,,740.0,,797.5,1105,1052.3,1063.3,,,220.0,260.0,790,1190.0,1250,,
2013-01-09,,,32,32,,,,,,,,,,,,747.5,,805.0,1108,1054.7,1061.3,,,220.0,280.0,795,1182.0,1250,,
2013-01-10,,,32,32,,,,,,,,,,,,747.5,,800.0,1111,1057.1,1063.7,,,220.0,280.0,785,1180.0,1245,,
2013-01-11,,,27,27,,,,,,,,,,,,740.0,,785.0,1095,1057.1,1063.7,,,220.0,280.0,775,1180.0,1240,,
2013-01-14,,,36,36,,,,,,,,,,,,735.0,,805.0,1120,1070.3,1081.4,,,220.0,280.0,,,,,
2013-01-15,,,25,25,,,,,,,,,,,,745.0,,812.5,1120,1077.4,1090.6,,,220.0,280.0,790,1200.0,1245,,
2013-01-16,,,26,26,,,,,,,,,,,,760.0,,810.0,1137,1087.1,1069.5,,,220.0,280.0,795,1200.0,1250,,845.0
2013-01-17,,,24,24,,,,,,,,2343,777.0,,,750.0,2215.0,800.0,1133,1095.5,1102.1,,,220.0,280.0,800,1205.0,1245,,845.0
2013-01-18,,,27,27,,,,,,,,2358,783.0,,,760.0,2230.0,807.5,1137,1115.3,1128.6,,,220.0,280.0,800,1205.0,1250,,850.0
2013-01-21,,,,,,,,,,,,2370,780.75,,,758.75,2265.0,810.0,1137,1104.1,1110.7,,,220.0,280.0,802,1222.0,1250,,855.0
2013-01-22,,,27,27,,,,,,,,2412,793.0,,,772.5,2285.0,825.0,1152,1120.6,1127.2,,,220.0,280.0,805,1225.0,1260,,855.0
2013-01-23,,,-17,-17,,,,,,,,2410,792.0,,,772.5,2290.0,822.5,1144,1105.2,1114.0,,,220.0,280.0,805,1235.0,1255,,855.0
2013-01-24,,,24,24,,,,,,,,,,,,,,822.5,1142,1104.7,1111.4,,,220.0,280.0,805,1250.0,1430,,
2013-01-25,,,24,24,,,,,,,,2382,782.25,,,756.25,2265.0,810.0,1154,,,,,220.0,280.0,,,,,850.0
2013-01-28,,,22,22,,,,,,,,,,,,,,,1155,1099.9,1108.7,,,220.0,280.0,805,1230.0,1245,,
2013-01-29,,,20,20,,,,,,,,2402,780.5,,,758.75,2265.0,810.0,1151,1095.9,1106.9,,,180.0,220.0,800,1220.0,1245,,850.0
2013-01-30,,,17,17,,,,,,,,2445,793.5,,,765.0,2265.0,822.5,1161,1117.7,1128.8,,,120.0,180.0,805,1222.0,1235,,850.0
2013-01-31,,,10,10,,,,,,,,2512,808.75,,,775.0,2265.0,830.0,,1125.7,1136.7,,,120.0,150.0,820,1230.0,1260,,870.0
2013-02-01,,,10,10,,,,,,,,,,,,,,845.0,1164,1125.7,1136.7,,,120.0,150.0,815,1260.0,1415,,
2013-02-04,,,-5,-5,,,,,,,,2496,806.5,,,782.5,2415.0,840.0,1158,1129.0,1142.2,,,120.0,150.0,825,1240.0,1265,,870.0
2013-02-05,,,-5,-5,,,,,,,,2481,803.25,,,781.25,2410.0,842.5,1155,1128.3,1146.0,,,120.0,150.0,815,1230.0,1265,,870.0
2013-02-06,,,-5,-5,,,,,,,,2469,798.0,,,777.5,2410.0,835.0,1144,1125.5,1134.3,,,120.0,150.0,810,1225.0,1255,,870.0
2013-02-07,,,-4,-4,,,,,,,,2470,799.0,,,790.0,2430.0,845.0,1124,1125.5,1134.3,,,120.0,150.0,820,1210.0,1260,,890.0
2013-02-08,,,0,0,,,,,,,,2480,800.25,,,780.0,2425.0,845.0,1115,1112.2,1121.1,,,120.0,150.0,820,1210.0,1250,,890.0
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,810,1210.0,1240,,
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,815,1190.0,1245,,
2013-02-13,,,2,2,,,,,,,,2445,791.25,,,780.0,2402.5,835.0,1122,1108.0,1116.9,,,,,795,1190.0,1240,,880.0
2013-02-14,,,5,5,,,,,,,,2436,788.25,,,776.25,2435.0,835.0,1122,1106.7,1126.6,,,,,800,1193.0,1240,,890.0
2013-02-15,,,5,5,,,,,,,,2428,792.75,,,782.5,2435.0,837.5,1121,1106.7,1126.6,,,,,800,1195.0,1240,,900.0
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,80.0,120.0,,,,,
2013-02-17,,,,,,,,,,,,,,,,,,,,,,,,80.0,120.0,,,,,
2013-02-18,,,,,,,,,,,,2474,798.25,,,802.5,2430.0,842.5,1121,1116.0,1124.8,,,80.0,120.0,825,1205.0,1255,,900.0
2013-02-19,,,5,5,,,,,,,,2506,808.5,,,807.5,2445.0,850.0,1142,1136.0,1144.9,,,80.0,120.0,820,1205.0,1250,,905.0
2013-02-20,,,4,4,,,,,,,,2509,810.25,,,810.0,2452.5,847.5,,1125.9,1134.7,,,80.0,120.0,825,1210.0,1250,,920.0
2013-02-21,,,8,8,,,,,,,,2481,797.75,,,801.25,2430.0,837.5,1130,1104.7,1118.0,,,80.0,120.0,830,1205.0,1255,,910.0
2013-02-22,,,2,2,,,,,,,,2478,799.0,,,805.0,2440.0,837.5,1090,1087.1,1104.7,,,80.0,120.0,840,1192.0,1250,,910.0
2013-02-25,,,2,2,,,,,,,,2419,780.75,,,785.0,2390.0,822.5,1080,1059.8,1081.8,,,80.0,120.0,820,1165.0,1240,,905.0
2013-02-26,,,-3,-3,,,,,,,,2387,769.25,,,777.5,2365.0,812.5,1063,1036.6,1067.5,,,80.0,20.0,815,1147.0,1230,,900.0
2013-02-27,,,-7,-7,,,,,,,,2390,770.75,,,776.25,2360.0,810.0,1070,1042.1,1057.6,,,80.0,-20.0,815,1145.0,1220,,890.0
2013-02-28,,,-10,-10,,,,,,,,2375,768.5,,,777.5,2360.0,802.5,1050,1032.2,1047.6,,,80.0,-20.0,800,1140.0,1215,,880.0
2013-03-01,,,-18,-18,,,,,,,,2350,758.75,,,773.75,2310.0,797.5,1056,1036.6,1045.4,,,40.0,-20.0,807,1130.0,1200,,880.0
2013-03-04,,,-13,-13,,,,,,,,2400,772.5,,,790.0,2345.0,807.5,1071,1036.6,1041.0,,,40.0,-20.0,815,1135.0,1215,,885.0
2013-03-05,,,-16,-16,,,,,,,,2384,768.75,,,790.0,2345.0,807.5,1070,1036.6,1041.0,,,-20.0,-40.0,820,1140.0,1205,,885.0
2013-03-06,,,-19,-19,,,,,,,,2386,768.5,,,790.0,2355.0,805.0,1063,1059.5,1064.0,,,-20.0,-40.0,820,1140.0,1215,,885.0
2013-03-07,,,-19,-19,,,,,,,,2422,779.5,,,786.25,2340.0,810.0,1067,1067.0,1071.5,,,-20.0,-40.0,820,1130.0,1210,,880.0
2013-03-08,,,-21,-21,,,,,,,,2434,783.75,,,787.5,2360.0,815.0,1061,1067.0,1071.5,,,-20.0,-40.0,820,1135.0,1205,,885.0
2013-03-11,,,-20,-20,,,,,,,,2440,784.5,,,787.5,2360.0,817.5,1061,1063.5,1067.9,,,-20.0,-40.0,830,1135.0,1205,,885.0
2013-03-12,,,-19,-19,,,,,,,,2400,771.75,,,775.0,2345.0,805.0,1050,1063.5,1067.9,,,-50.0,-100.0,815,1115.0,1210,,860.0
2013-03-13,,,-22,-22,,,,,,,,2382,766.5,,,767.5,2335.0,795.0,1041,1041.9,1046.3,,,-50.0,-100.0,810,1110.0,1205,,855.0
2013-03-14,,,-20,-20,,,,,,,,2348,754.75,,,755.0,2320.0,790.0,1030,1036.0,1040.4,,,-50.0,-100.0,800,1110.0,1200,,800.0
2013-03-15,,,-22,-22,,,,,,,,2348,766.25,,,773.75,2340.0,802.5,1050,1054.0,1058.4,,,-50.0,-100.0,810,1100.0,1190,,810.0
2013-03-18,,,-25,-25,,,,,,,,2386,762.25,,,767.5,2330.0,787.5,1048,1049.0,1053.4,,,-80.0,-100.0,805,1090.0,1195,,815.0
2013-03-19,,,-27,-27,,,,,,,,2414,773.25,,,777.5,2350.0,800.0,999,1044.6,1049.0,,,-80.0,-100.0,805,1090.0,1195,,815.0
2013-03-20,,,-28,-28,,,,,,,,2426,777.0,,,780.0,2385.0,810.0,1004,1052.5,1056.9,,,-80.0,-100.0,825,1080.0,1190,,815.0
2013-03-21,,,-29,-29,,,,,,,,2436,780.5,,,782.5,2410.0,812.5,1012,1065.3,1069.7,,,-80.0,-100.0,825,1090.0,1190,,835.0
2013-03-22,,,-20,-20,,,,,,,,2460,790.5,,,795.0,2425.0,825.0,1012,1065.3,1069.7,,,-80.0,-100.0,835,1090.0,1190,,855.0
2013-03-25,,,-24,-24,,,,,,,,2428,783.5,,,785.0,2410.0,817.5,1017,1065.7,1070.1,,,-80.0,-100.0,830,1095.0,1195,,850.0
2013-03-26,,,-26,-26,,,,,,,,2405,776.75,,,782.5,2390.0,810.0,1025,1074.1,1078.5,,,-80.0,-100.0,815,1090.0,1185,,845.0
2013-03-27,,,-23,-23,,,,,,,,2410,777.75,,,781.25,2405.0,812.5,1025,1036.6,1047.6,,,-100.0,-130.0,,,,,845.0
2013-03-28,,,-25,-25,,,,,,,,2372,766.0,,,770.0,2380.0,802.5,,,,,,-100.0,-130.0,815,1100.0,1185,,840.0
2013-03-29,,,,,,,,,,,,2340,756.5,,,770.0,2355.0,,,,,,,-100.0,-130.0,,,,,840.0
2013-04-01,,,-24,-24,,,,,,,,2315,748.25,,,758.75,2335.0,,,1030.9,1041.9,,,-100.0,-130.0,800,1085.0,1180,,830.0
2013-04-02,,,-23,-23,,,,,,,,2357,763.25,,,767.5,2340.0,797.5,,1020.5,1031.5,,,-100.0,-130.0,807,1085.0,1185,,835.0
2013-04-03,,,-23,-23,,,,,,,,2371,769.0,,,770.0,2350.0,797.5,1005,1010.8,1021.8,,,-100.0,-130.0,810,1075.0,1190,,845.0
2013-04-04,,,-25,-25,,,,,,,,2366,768.0,,,771.25,2340.0,795.0,990,997.6,1008.6,,,,,805,1070.0,1180,,840.0
2013-04-05,,,-25,-25,,,,,,,,2336,764.0,,,767.5,2325.0,795.0,992,997.6,1008.6,,,,,805,1062.0,1180,,840.0
2013-04-07,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-130.0,,,,,
2013-04-08,,,-26,-26,,,,,,,,2370,774.75,,,777.5,2345.0,805.0,1012,1019.0,1030.0,,,-100.0,-130.0,,,,,865.0
2013-04-09,,,-26,-26,,,,,,,,2361,777.5,,,782.5,2345.0,807.5,1023,1031.3,1040.1,,,-150.0,-170.0,825,,,,870.0
2013-04-10,,,-24,-24,,,,,,,,2338,771.5,,,775.0,2335.0,805.0,1029,1032.4,1041.2,,,-150.0,-170.0,835,1108.0,1190,,865.0
2013-04-11,,,-18,-18,,,,,,,,2319,763.5,,,767.5,2335.0,802.5,1024,1026.7,1035.5,,,-150.0,-170.0,,,,,860.0
2013-04-12,,,-19,-19,,,,,,,,2305,758.5,625.4,,770.0,2335.0,795.0,1021,1014.8,1023.6,,,-150.0,-170.0,,,,,860.0
2013-04-15,,,-14,-14,,,,,,,,2300,765.5,619.6,,760.0,2290.0,787.5,998,991.6,1004.9,,,-150.0,-170.0,800,1088.0,1190,,850.0
2013-04-16,,,-18,-18,,,,,,,,2284,751.25,622.5,,763.75,2270.0,782.5,1020,1002.7,1015.9,,,-150.0,-170.0,805,1078.0,1180,,845.0
2013-04-17,,,-18,-18,,,,,,,,2254,744.5,626.5,,765.0,2265.0,780.0,1026,1016.1,1020.5,,,-150.0,-170.0,810,1087.0,1180,,840.0
2013-04-18,,,-27,-27,,,,,,,,2293,755.75,634.9,,775.0,2290.0,790.0,1018,1019.9,1024.3,,,-150.0,-170.0,810,1090.0,1180,,845.0
2013-04-19,,,-25,-25,,,,,,,,2283,752.0,640.0,,772.5,2280.0,782.5,1007,995.6,1011.0,,,-150.0,-170.0,815,1090.0,1180,,840.0
2013-04-22,,,-21,-21,,,,,,,,2245,736.25,637.0,,763.75,2245.0,772.5,980,977.1,983.7,,,-150.0,-170.0,810,1060.0,1180,,830.0
2013-04-23,,,-31,-31,,,,,,,,2265,741.0,639.6,,772.5,2270.0,775.0,977,973.8,989.2,,,-150.0,-170.0,810,1055.0,1175,,835.0
2013-04-24,,,-34,-34,,,,,,,,2285,749.5,637.6,,776.25,2275.0,777.5,977,991.6,1002.7,,,-150.0,-170.0,,,,,840.0
2013-04-25,,,-33,-33,,,,,,,,2310,760.5,636.3,,785.0,2295.0,785.0,999,1017.9,1026.7,,,-150.0,-170.0,815,1070.0,1180,,845.0
2013-04-26,,,-34,-34,,,,,,,,2301,758.25,634.1,,790.0,2295.0,785.0,994,997.8,1011.0,,,-150.0,-170.0,830,1080.0,1180,,845.0
2013-04-27,,,,,,,,,,,,,,,,,,,,,,,,-150.0,-170.0,,,,,
2013-04-28,,,,,,,,,,,,,,,,,,,,,,,,-180.0,-170.0,,,,,
2013-04-29,,,-30,-30,,,,,,,,2248,741.25,642.0,,780.0,2265.0,777.5,995,997.8,1011.0,,,,,815,1078.0,1180,,840.0
2013-04-30,,,-35,-35,,,,,,,,2249,739.25,636.2,,777.5,2270.0,777.5,991,983.9,1006.0,,,,,812,1083.0,1180,,845.0
2013-05-01,,,,,,,,,,,,,,637.1,,,,,,,,,,,,,,,,
2013-05-02,,,-19,-19,,,,,,,,2235,732.75,633.2,,770.0,2255.0,767.5,983,,,,,-180.0,-210.0,800,1070.0,1175,,840.0
2013-05-03,,,-18,-18,,,,,,,,2231,735.75,630.4,,770.0,2255.0,772.5,990,979.3,990.3,,,-180.0,-210.0,807,1070.0,1170,,840.0
2013-05-06,,,-35,-35,,,,,,,,2229,748.0,629.4,,780.0,2240.0,782.5,987,976.4,987.5,,,-180.0,-210.0,815,1070.0,1170,,845.0
2013-05-07,,,-35,-35,,,,,,,,2238,750.25,629.3,,775.0,2255.0,782.5,995,989.7,1000.7,,,-180.0,-210.0,815,1070.0,1170,,845.0
