Date,boc1,smc1,so-premp-c1,sm-premp-c1,sc1,rin-d4-us,lcoc1,clc1,hoc1,cc1,brl=,fcpoc1,fupoc1,rsc1,myr=,cpo-id-m1,cpo-mysth-m1,palm-myrbd-p1,sb-oilib-c1,bo-brzpar-b1,bo-brzpar-a1,palm-mycrd-p1,soy-arg-ref,jci-hogm-fujn,jci-hogm-shai,palm-sea-ocrdm,soil-sea-dgcf,sunf-sea-crm,go10sgswmc1,rbd-pko-m1
2014-11-28,32.18,391.1,20,20,1016.0,,70.15,66.15,2.2308,375.75,2.5651,2147,634.75,425.3,3.381,637.5,2160.0,670.0,765,755.7,764.6,705.0,80.07,0.0,50.0,672,850.0,890,,1030.0
2014-12-01,32.22,384.4,22,22,1017.0,59.0,72.54,69.0,2.2124,375.5,2.5589,2100,611.5,422.4,3.432,620.0,2120.0,645.0,765,754.4,765.4,692.5,56.28,0.0,50.0,650,848.0,875,,1000.0
2014-12-02,31.17,383.1,27,27,995.75,59.75,70.54,66.88,2.1544,367.75,2.5669,2129,622.0,416.9,3.421,625.0,2140.0,650.0,747,731.3,742.3,690.0,57.49,0.0,50.0,665,830.0,880,,1020.0
2014-12-03,31.86,381.1,33,33,998.25,63.5,69.92,67.38,2.1334,368.75,2.5515,2160,627.25,412.3,3.44,627.5,2170.0,655.0,761,746.5,768.5,690.0,60.0,0.0,50.0,660,814.0,880,,1010.0
2014-12-04,31.6,385.7,34,34,1010.5,61.75,69.64,66.81,2.1177,376.0,2.5907,2147,623.0,412.7,3.445,617.5,2160.0,650.0,758,740.8,762.8,687.5,49.79,0.0,50.0,660,826.0,880,,1010.0
2014-12-05,32.01,394.2,28,28,1036.0,62.5,69.07,65.84,2.1078,381.5,2.5892,2135,615.0,422.7,3.4695,620.0,2150.0,652.5,767,749.8,771.8,680.0,50.08,0.0,50.0,660,827.0,887,,1060.0
2014-12-08,31.77,401.5,28,28,1043.75,61.0,66.19,63.05,2.0549,377.5,2.5996,2148,614.5,429.1,3.494,620.0,2180.0,647.5,,762.1,777.6,680.0,49.92,0.0,50.0,660,832.0,880,,1060.0
2014-12-09,31.91,411.6,27,27,1049.25,,66.84,63.82,2.084,383.0,2.5928,2107,605.0,433.9,3.482,612.5,2130.0,640.0,772,765.2,780.7,670.0,45.73,0.0,50.0,650,837.0,880,,1040.0
2014-12-10,31.67,405.2,23,23,1032.0,,64.24,60.94,2.0464,382.5,2.615,2140,615.25,431.9,3.478,622.5,2160.0,647.5,769,765.2,780.7,675.0,39.26,0.0,50.0,650,841.0,880,,1030.0
2014-12-11,31.93,406.1,20,20,1042.25,58.5,63.68,59.95,2.0614,390.0,2.6494,2175,623.25,435.0,3.487,622.5,2170.0,647.5,769,767.7,783.1,672.5,45.04,0.0,50.0,652,840.0,880,,1030.0
2014-12-12,31.97,378.9,19,19,1047.25,62.25,61.85,57.81,2.016,396.25,2.6541,2154,616.25,439.8,3.494,620.0,2170.0,647.5,784,766.3,781.8,662.5,40.88,0.0,50.0,657,840.0,880,,1040.0
2014-12-15,32.27,365.4,17,17,1039.5,62.25,61.06,55.91,2.0017,408.5,2.6952,2154,615.25,440.0,3.495,615.0,2160.0,642.5,778,755.5,782.0,675.0,59.92,0.0,50.0,,,,,1030.0
2014-12-16,31.77,356.6,12,12,1023.5,62.0,59.86,55.93,1.96,406.0,2.7382,2113,605.75,441.1,3.487,605.0,2130.0,627.5,765,744.5,766.6,660.0,65.65,0.0,50.0,640,838.0,880,,1000.0
2014-12-17,31.77,359.3,15,15,1027.0,64.5,61.18,56.47,2.0085,408.25,2.7145,2123,609.0,443.4,3.4815,610.0,2130.0,635.0,765,,,655.0,67.27,-20.0,50.0,632,828.0,875,,1005.0
2014-12-18,31.89,365.3,30,30,1035.0,66.5,59.27,54.11,1.9387,411.0,2.6623,2146,619.5,442.1,3.4645,620.0,2150.0,647.5,760,,,665.0,69.7,-20.0,50.0,645,827.0,875,,1035.0
2014-12-19,31.97,363.5,40,40,1030.5,67.0,61.38,56.52,1.9622,410.5,2.6593,2160,621.25,442.4,3.475,615.0,2150.0,642.5,763,762.6,769.2,665.0,69.66,-20.0,50.0,645,825.0,875,,1035.0
2014-12-22,32.04,368.4,40,40,1038.25,71.0,60.11,55.26,1.9514,411.75,2.664,2171,622.75,445.5,3.486,621.25,2170.0,647.5,768,768.1,776.9,660.0,71.97,-20.0,50.0,645,835.0,870,,1045.0
2014-12-23,32.22,371.3,43,43,1038.5,,61.69,57.12,1.9907,414.0,2.6937,2209,631.75,445.3,3.495,630.0,2210.0,655.0,,772.1,785.3,675.0,75.29,-20.0,50.0,660,855.0,875,,1040.0
2014-12-24,31.93,371.4,,,1028.75,,60.24,55.84,1.9236,407.75,2.695,2217,634.0,451.6,3.495,631.25,2230.0,652.5,,765.7,781.1,690.0,75.37,-20.0,50.0,665,855.0,880,,1075.0
2014-12-25,,,,,,,,,,,2.6952,,,,3.495,,,,,,,,,-20.0,50.0,,,,,
2014-12-26,32.46,379.7,45,45,1047.5,,59.45,54.73,1.9079,414.75,2.6675,2250,644.75,,3.489,638.75,2250.0,,,781.8,792.8,,77.45,-20.0,50.0,665,855.0,880,,1100.0
2014-12-29,32.79,377.4,48,48,1041.75,,57.88,53.61,1.8491,412.75,2.7019,2298,657.25,453.6,3.496,648.75,2310.0,675.0,791,,,707.5,76.26,-20.0,50.0,685,873.0,900,,1120.0
2014-12-30,32.89,369.5,48,48,1037.75,70.75,57.9,54.12,1.8688,406.5,2.657,2300,657.25,458.4,3.497,647.5,2310.0,672.5,,791.2,808.9,700.0,84.29,-50.0,50.0,675,870.0,870,,1120.0
2014-12-31,31.97,364.6,,,1019.25,74.5,57.33,53.27,1.8466,397.0,2.657,2291,655.25,452.3,3.495,642.5,2310.0,670.0,,,,700.0,86.01,-50.0,50.0,675,876.0,880,,1130.0
2015-01-01,,,,,,,,,,,2.657,,,,3.495,,,,,,,,,,,,,,,
2015-01-02,31.95,356.5,40,40,1002.5,76.0,56.42,52.69,1.7957,395.75,2.6931,2315,658.5,455.3,3.515,650.0,2300.0,667.5,,791.2,808.9,702.5,79.26,,,672,856.0,880,,1120.0
2015-01-04,,,,,,,,,,,,,,,,,,,,,,,,-50.0,50.0,,,,,
2015-01-05,32.7,369.0,39,39,1039.75,,53.11,50.04,1.7492,406.0,2.7059,2298,650.25,461.7,3.532,640.0,2285.0,660.0,811,800.3,804.7,697.5,81.74,-50.0,50.0,672,856.0,880,,1130.0
2015-01-06,32.69,370.8,38,38,1051.0,85.0,51.1,47.93,1.7262,405.0,2.6996,2309,649.25,462.4,3.5555,642.5,2315.0,657.5,805,797.9,815.5,682.5,80.02,-50.0,50.0,680,870.0,875,,1160.0
2015-01-07,32.98,368.5,35,35,1052.75,,51.15,48.65,1.6999,396.25,2.683,2349,656.0,463.2,3.58,647.5,2340.0,665.0,815,,,690.0,64.61,-50.0,50.0,672,870.0,870,,1170.0
2015-01-08,33.58,361.3,25,25,1045.0,,50.96,48.79,1.711,394.25,2.662,2384,668.5,465.7,3.565,657.5,2370.0,680.0,825,817.5,832.9,705.0,70.06,-50.0,50.0,690,885.0,880,,1170.0
2015-01-09,33.54,363.8,30,30,1051.5,81.0,50.11,48.36,1.703,400.25,2.6299,2359,662.25,466.0,3.561,650.0,2350.0,672.5,832,816.6,832.0,702.5,69.53,-50.0,50.0,685,897.0,885,,1200.0
2015-01-12,32.45,356.5,30,30,1013.5,,47.43,46.07,1.6541,402.0,2.6733,2375,665.75,460.4,3.566,655.0,2360.0,675.0,800,792.6,808.0,707.5,70.72,-50.0,50.0,685,896.0,885,,1185.0
2015-01-13,32.39,349.7,30,30,1000.0,80.0,46.59,45.89,1.633,385.75,2.6425,2375,661.0,464.1,3.592,650.0,2360.0,670.0,799,791.2,813.3,695.0,74.02,-30.0,50.0,672,880.0,880,,1185.0
2015-01-14,32.57,328.9,30,30,992.5,74.0,48.69,48.48,1.6552,381.0,2.6159,2361,656.75,469.1,3.5925,642.5,2355.0,667.5,805,795.2,810.6,682.5,57.64,-30.0,50.0,672,870.0,875,,1170.0
2015-01-15,32.99,326.7,32,32,991.0,,47.67,46.25,1.6233,380.0,2.641,2373,662.0,451.4,3.562,652.5,2385.0,675.0,805,771.4,782.4,687.5,73.94,-30.0,70.0,678,887.0,875,,1185.0
2015-01-16,33.39,326.2,25,25,991.75,,50.17,48.69,1.6656,387.0,2.6204,2348,659.5,450.6,3.557,642.5,2350.0,667.5,811,782.4,789.0,680.0,72.36,-30.0,70.0,680,874.0,875,,1180.0
2015-01-19,,,,,,,48.84,,,,2.6511,2342,655.75,449.7,3.57,645.0,2340.0,665.0,811,,,682.5,,-40.0,70.0,682,882.0,875,,1180.0
2015-01-20,32.84,326.5,31,31,982.0,69.25,47.99,46.39,1.6266,390.25,2.6133,2337,647.75,455.7,3.614,642.5,2340.0,662.5,798,768.1,779.1,670.0,71.93,-40.0,70.0,672,875.0,875,,1180.0
2015-01-21,32.41,330.5,25,25,983.5,68.0,49.03,47.78,1.6464,388.0,2.6,2291,633.75,458.8,3.6125,630.0,2310.0,652.5,788,758.6,776.3,665.0,72.2,-40.0,70.0,667,876.0,870,,1145.0
2015-01-22,31.97,330.1,21,21,976.75,69.0,48.52,46.31,1.6379,383.75,2.5735,2272,631.0,462.2,3.6,625.0,2290.0,645.0,768,753.3,759.9,650.0,71.07,-40.0,50.0,650,890.0,875,,1140.0
2015-01-23,31.6,331.5,17,17,972.75,,48.79,45.59,1.6467,386.75,2.5785,2264,628.25,461.5,3.6,618.75,2272.5,640.0,760,745.2,758.4,647.5,74.54,-40.0,50.0,650,850.0,865,,1130.0
2015-01-26,31.08,338.9,13,13,983.5,71.0,48.16,45.15,1.6398,384.0,2.5832,2200,607.75,460.7,3.617,600.0,2220.0,627.5,747,733.7,746.9,630.0,76.12,-40.0,50.0,,,,,1120.0
2015-01-27,31.17,336.6,13,13,973.75,79.0,49.6,46.23,1.6628,381.25,2.5722,2188,608.25,459.6,3.599,600.0,2205.0,630.0,743,735.7,748.9,630.0,79.63,-40.0,50.0,630,827.0,870,,1110.0
2015-01-28,30.34,337.4,13,13,970.25,79.0,48.47,44.45,1.6318,373.25,2.5757,2221,614.0,449.8,3.6165,606.25,2222.5,625.0,722,695.3,721.8,630.0,78.37,-40.0,50.0,632,824.0,830,,1115.0
2015-01-29,29.54,337.9,14,14,968.25,98.0,49.13,44.53,1.6184,371.5,2.6027,2147,591.75,449.1,3.628,593.75,2180.0,610.0,700,679.9,704.2,610.0,73.01,-40.0,40.0,625,800.0,815,,1075.0
2015-01-30,30.0,329.9,13,13,961.0,94.0,52.99,48.24,1.6863,370.0,2.6814,2154,593.75,453.4,3.629,590.0,2165.0,612.5,707,690.1,701.1,610.0,71.87,-40.0,40.0,615,792.0,800,,1090.0
2015-02-02,30.41,327.9,17,17,959.5,93.5,54.75,49.57,1.7575,369.75,2.7261,,,451.4,3.629,,,,715,696.9,710.1,625.0,75.5,-40.0,40.0,630,800.0,810,,
2015-02-03,30.8,340.6,15,15,987.0,91.5,57.91,53.05,1.8465,385.75,2.694,,,457.3,3.629,,,,720,707.7,718.7,630.0,77.56,-50.0,40.0,640,803.0,800,,
2015-02-04,30.59,332.7,10,10,972.0,89.5,54.16,48.45,1.7666,383.5,2.7416,2193,615.5,455.3,3.5565,616.25,2210.0,635.0,705,698.6,709.7,640.0,66.34,-50.0,40.0,645,790.0,800,,1090.0
2015-02-05,31.71,331.4,13,13,981.25,90.0,56.57,50.48,1.8059,385.25,2.7446,2300,643.5,458.7,3.569,645.0,2290.0,662.5,725,723.3,727.7,680.0,72.06,-50.0,20.0,675,800.0,815,,1200.0
2015-02-06,31.82,329.4,13,13,973.5,89.0,57.8,51.69,1.8391,385.75,2.7815,2330,656.75,459.6,3.54,652.5,2345.0,670.0,723,712.5,734.6,705.0,74.38,-60.0,20.0,675,820.0,815,,1285.0
2015-02-09,32.01,329.6,7,7,978.5,91.0,58.34,52.86,1.8729,391.25,2.7685,2294,644.25,459.7,3.56,642.5,2312.5,667.5,723,723.3,738.8,690.0,75.2,-60.0,20.0,680,836.0,825,,1230.0
2015-02-10,31.45,326.9,6,6,969.0,90.0,56.43,50.02,1.8327,388.0,2.8338,2278,636.5,457.6,3.578,637.5,2310.0,660.0,710,711.0,726.4,690.0,75.09,-80.0,20.0,670,810.0,810,,1210.0
2015-02-11,31.75,329.6,5,5,977.75,81.5,54.66,48.84,1.8141,385.75,2.8688,2255,626.75,461.6,3.596,633.75,2280.0,655.0,718,726.4,737.5,675.0,76.52,-80.0,20.0,667,774.0,820,,1210.0
2015-02-12,32.01,330.5,4,4,983.75,,57.05,51.21,1.9137,383.0,2.8205,2265,628.25,463.2,3.605,636.25,2290.0,657.5,722,741.0,743.2,685.0,74.18,-80.0,-50.0,655,780.0,810,,1220.0
2015-02-13,32.4,332.3,7,7,990.5,105.0,61.52,52.78,1.9714,387.25,2.8333,2265,633.5,467.4,3.578,641.25,2290.0,660.0,732,749.6,751.8,695.0,74.86,-80.0,-50.0,665,806.0,820,,1220.0
2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,-80.0,-50.0,,,,,
2015-02-16,,,,,,,61.4,,,,2.8333,2305,643.75,,3.579,655.0,2310.0,662.5,,,,705.0,,-100.0,-50.0,685,813.0,825,,1270.0
2015-02-17,32.32,342.3,,,1007.75,85.5,62.53,53.53,1.9774,389.5,2.829,2286,637.5,472.8,3.583,647.5,2292.5,657.5,,,,690.0,73.13,-100.0,-50.0,,,,,1270.0
2015-02-18,32.01,338.6,7,7,995.75,,60.53,52.14,1.9594,383.75,2.8364,2302,640.5,469.9,3.618,655.0,2300.0,665.0,735,745.2,749.6,690.0,70.44,,,680,810.0,825,,1280.0
2015-02-19,31.83,347.5,7,7,1007.25,85.5,60.21,51.16,1.9938,389.75,2.8663,,,473.5,3.618,,,,735,723.8,737.0,687.5,64.39,,,680,805.0,825,,
2015-02-20,31.48,347.5,2,2,999.25,85.75,60.22,50.34,2.1118,385.25,2.867,,,470.1,3.618,,,,728,716.1,727.1,690.0,66.15,,,680,805.0,825,,
2015-02-23,31.14,348.3,-4,-4,999.25,85.0,58.9,49.45,2.2179,378.75,2.8785,2247,618.25,469.7,3.633,635.0,2270.0,632.5,717,659.8,679.7,675.0,63.27,,,665,788.0,820,,1250.0
2015-02-24,31.42,356.9,-1,-1,1016.0,85.0,58.66,49.28,2.0289,377.5,2.8325,2273,624.25,472.8,3.64,637.5,2260.0,637.5,719,703.7,723.6,680.0,62.92,,,660,785.0,815,,1250.0
2015-02-25,31.71,350.5,-2,-2,1007.75,84.0,61.63,50.99,2.1036,375.75,2.8745,2258,626.25,458.5,3.603,635.0,2270.0,650.0,726,710.1,730.0,680.0,56.97,-100.0,-50.0,667,794.0,820,,1250.0
2015-02-26,31.84,354.6,-7,-7,1024.0,84.0,60.05,48.17,2.1358,380.0,2.908,2292,639.5,455.0,3.582,641.25,2295.0,650.0,724,713.0,730.6,690.0,60.71,-100.0,-50.0,675,792.0,810,,1260.0
2015-02-27,32.8,353.7,-7,-7,1030.75,85.0,62.58,49.76,2.2989,384.5,2.838,2321,644.0,461.3,3.61,646.25,2315.0,662.5,730,734.1,738.6,690.0,56.7,-100.0,-50.0,685,807.0,810,,1250.0
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-50.0,,,,,
2015-03-02,32.65,344.3,7,7,1011.25,84.0,59.54,49.59,1.8873,378.75,2.896,2381,660.75,461.8,3.63,657.5,2380.0,675.0,710,724.2,730.8,707.5,45.95,-100.0,-50.0,685,812.0,825,,1270.0
2015-03-03,32.8,341.8,1,1,1008.75,86.0,61.02,50.52,1.9395,382.0,2.9303,2389,658.75,459.7,3.624,,2380.0,675.0,721,727.5,734.1,695.0,38.45,-110.0,-70.0,685,823.0,825,,1260.0
2015-03-04,32.03,334.1,10,10,989.0,85.0,60.55,51.53,1.9013,381.5,2.9755,2378,652.25,450.0,3.6445,660.0,2390.0,670.0,703,695.1,703.9,692.5,34.28,-120.0,-70.0,687,810.0,830,,1260.0
2015-03-05,31.43,334.4,10,10,979.25,,60.48,50.76,1.8773,382.75,3.0024,2350,644.25,445.4,3.648,650.0,2340.0,660.0,687,681.9,690.7,685.0,40.09,-120.0,-70.0,672,776.0,830,,1230.0
2015-03-06,31.14,337.0,7,7,979.25,85.5,59.73,49.61,1.869,379.25,3.0605,2312,632.75,445.7,3.651,640.0,2300.0,655.0,680,685.2,687.4,677.5,39.98,-120.0,-70.0,,,,,1225.0
2015-03-09,30.88,343.9,10,10,988.25,84.0,58.53,50.0,1.8398,383.25,3.1215,2280,620.0,452.1,3.677,627.5,2285.0,645.0,674,676.8,681.2,662.5,31.48,-120.0,-70.0,660,769.0,820,,1210.0
2015-03-10,30.84,342.0,-1,-1,980.0,83.0,56.39,48.29,1.8135,382.25,3.1016,2240,604.75,456.8,3.7,615.0,2250.0,632.5,676,673.7,675.9,650.0,28.01,-120.0,-70.0,640,766.0,815,,1170.0
2015-03-11,30.97,345.7,-1,-1,989.0,82.0,57.54,48.17,1.8204,384.0,3.1251,2286,618.25,464.5,3.697,622.5,2280.0,640.0,677,672.4,681.2,660.0,30.81,-120.0,-70.0,645,771.0,810,,1170.0
2015-03-12,30.76,343.5,5,5,986.5,81.0,57.08,47.05,1.7791,382.25,3.1647,2248,609.25,458.7,3.689,617.5,2250.0,630.0,674,662.9,674.0,655.0,27.58,-120.0,-70.0,645,767.0,810,,1160.0
2015-03-13,30.19,338.0,5,5,968.25,82.0,54.67,44.84,1.713,374.0,3.2479,2270,613.25,452.5,3.687,621.25,2255.0,630.0,664,655.7,659.0,650.0,30.13,-120.0,-70.0,645,765.0,815,,1150.0
2015-03-16,30.39,323.7,6,6,969.25,82.0,53.44,43.88,1.6986,379.0,3.2485,2209,596.25,460.7,3.7035,610.0,2215.0,625.0,650,647.9,659.0,642.5,27.65,-130.0,-70.0,647,747.0,820,,1070.0
2015-03-17,30.04,317.5,9,9,954.5,70.0,53.51,43.46,1.6939,371.0,3.2392,2149,581.25,457.1,3.696,598.75,2165.0,607.5,635,638.0,649.0,630.0,60.54,-130.0,-70.0,635,750.0,820,,1070.0
2015-03-18,30.63,320.8,10,10,965.0,,55.91,44.66,1.7725,374.75,3.2084,2195,592.0,462.9,3.706,611.25,2195.0,615.0,641,642.2,655.4,650.0,58.01,-130.0,-70.0,640,744.0,820,,1060.0
2015-03-19,30.62,319.3,9,9,961.75,,54.43,43.96,1.7223,373.5,3.2915,2210,596.5,465.0,3.7025,615.0,2205.0,612.5,645,644.2,655.2,645.0,57.11,-130.0,-70.0,650,763.0,815,,1120.0
2015-03-20,30.68,324.0,8,8,973.75,,55.32,45.72,1.7343,385.0,3.2279,2168,581.75,460.9,3.729,605.0,2187.5,600.0,645,647.7,654.3,645.0,56.26,-130.0,-70.0,630,756.0,815,,1080.0
2015-03-23,31.15,327.3,5,5,983.5,,55.92,47.45,1.7307,390.25,3.1319,2188,592.0,462.5,3.6945,620.0,2195.0,612.5,,644.9,664.7,652.5,54.32,-110.0,-70.0,650,722.0,815,,1100.0
2015-03-24,31.11,326.3,6,6,981.75,,55.11,47.51,1.7065,393.25,3.1394,2165,593.25,462.7,3.647,612.5,2175.0,607.5,,644.0,663.8,660.0,51.74,-110.0,-70.0,642,760.0,820,,1080.0
2015-03-25,31.04,324.5,11,11,978.75,,56.48,49.21,1.7283,395.0,3.2002,2160,589.25,460.6,3.6645,615.0,2175.0,610.0,645,651.2,671.1,657.5,51.41,-110.0,-70.0,638,765.0,830,,1080.0
2015-03-26,31.17,322.4,12,12,974.5,,59.19,51.43,1.7876,391.25,3.1822,2174,593.75,453.9,3.657,620.0,2205.0,617.5,652,658.5,671.8,665.0,50.98,-110.0,-70.0,642,770.0,830,,1070.0
2015-03-27,30.6,321.4,8,8,967.25,71.0,56.41,48.87,1.7275,391.0,3.2488,2151,583.75,448.6,3.683,608.75,2180.0,605.0,640,643.8,659.2,665.0,52.2,-110.0,-70.0,637,763.0,825,,1060.0
2015-03-30,30.49,323.2,2,2,967.75,80.0,56.29,48.68,1.7312,394.5,3.2292,2156,581.0,452.6,3.7115,615.0,2195.0,612.5,638,639.1,656.8,660.0,52.52,-60.0,-40.0,637,757.0,830,,1040.0
2015-03-31,30.39,326.8,1,1,973.25,79.0,55.11,47.6,1.7179,376.25,3.1947,2136,576.75,455.3,3.702,605.0,2175.0,597.5,638,641.3,659.0,652.5,54.9,-60.0,-40.0,632,751.0,830,,1040.0
2015-04-01,30.69,331.9,1,1,989.75,81.5,57.1,50.09,1.7469,381.75,3.1647,2142,579.0,460.3,3.6975,605.0,2170.0,605.0,645,647.9,665.6,660.0,53.35,-60.0,-40.0,635,745.0,825,,1020.0
2015-04-02,31.04,327.3,-1,-1,986.0,,54.95,49.14,1.6825,386.5,3.1193,2154,587.0,462.0,3.669,605.0,2182.5,605.0,,655.7,671.1,652.5,49.47,-20.0,-20.0,,,,,1020.0
2015-04-03,31.04,327.3,,,986.0,,,49.14,1.7643,386.5,3.12,2178,593.5,,3.668,620.0,2195.0,,,,,,,-20.0,-20.0,,,,,1050.0
2015-04-06,31.26,323.0,-3,-3,978.5,,58.12,52.14,1.7643,385.0,3.1261,2223,612.25,458.3,3.63,642.5,2215.0,,656,658.3,671.5,,53.76,,,665,726.0,835,,1070.0
2015-04-07,31.03,319.7,3,3,971.0,,59.1,53.98,1.7838,383.0,3.1275,2194,603.25,453.8,3.6345,635.0,2215.0,620.0,652,655.4,664.3,670.0,51.04,-20.0,-20.0,655,730.0,845,,1070.0
2015-04-08,30.95,319.9,-1,-1,971.5,,55.55,50.42,1.6981,379.25,3.0487,2153,593.25,453.4,3.627,620.0,2170.0,615.0,649,659.8,667.6,660.0,52.78,0.0,-20.0,648,765.0,840,,1030.0
2015-04-09,30.84,312.1,3,3,953.5,,56.57,50.79,1.7268,378.0,3.0585,2108,580.5,453.3,3.627,611.5,2145.0,605.0,652,655.7,663.4,650.0,53.64,0.0,-20.0,637,755.0,840,,1000.0
2015-04-10,31.09,309.2,1,1,951.5,,57.87,51.64,1.7661,377.0,3.0745,2120,578.0,454.0,3.6655,608.75,2142.5,602.5,661,665.6,674.4,650.0,60.65,0.0,-20.0,627,745.0,835,,1030.0
2015-04-13,31.04,308.8,1,1,948.75,81.0,57.93,51.91,1.7833,370.5,3.1205,2124,572.75,454.1,3.705,606.25,2137.5,600.0,665,666.7,675.5,647.5,55.6,20.0,20.0,635,768.0,835,,1030.0
2015-04-14,31.3,313.6,-2,-2,960.25,,58.43,53.29,1.8017,373.5,3.0623,2148,580.5,456.2,3.699,605.0,2160.0,602.5,668,672.4,679.0,650.0,56.17,40.0,20.0,620,765.0,845,,1030.0
2015-04-15,31.8,311.5,-1,-1,965.0,74.0,60.32,56.39,1.8888,376.0,3.0283,2150,578.0,454.6,3.703,605.0,2175.0,600.0,678,681.2,690.1,652.5,56.19,40.0,20.0,640,755.0,835,,1020.0
2015-04-16,31.76,312.4,1,1,966.0,85.0,63.98,56.71,1.908,376.25,3.0217,2173,594.0,441.1,3.654,612.5,2165.0,610.0,676,680.4,691.4,652.5,57.42,40.0,20.0,642,754.0,840,,1035.0
2015-04-17,31.52,315.0,2,2,968.75,85.25,63.45,55.74,1.8824,379.75,3.0404,2184,602.25,447.5,3.624,610.0,2175.0,612.5,674,675.1,683.9,670.0,57.14,40.0,20.0,640,750.0,840,,1030.0
2015-04-20,31.59,318.5,3,3,977.5,84.5,63.45,56.38,1.8771,378.0,3.032,2190,604.75,449.3,3.62,608.75,2175.0,622.5,674,670.0,681.0,660.0,57.39,70.0,40.0,645,752.0,845,,1040.0
2015-04-21,31.82,315.8,,,975.25,,62.08,55.26,1.8532,373.0,3.0335,2203,605.75,446.5,3.6355,610.0,2190.0,622.5,679,679.5,686.1,662.5,56.38,90.0,80.0,645,755.0,850,,1040.0
2015-04-22,31.56,315.5,-4,-4,970.5,84.5,62.73,56.16,1.8708,372.5,3.0098,2179,603.25,445.1,3.609,607.5,2170.0,620.0,674,675.9,684.8,655.0,55.25,90.0,80.0,637,745.0,850,,1040.0
2015-04-23,32.02,316.6,3,3,978.25,84.0,64.85,57.74,1.9239,370.75,2.9697,2174,599.25,445.3,3.625,600.0,2170.0,625.0,682,686.1,699.3,650.0,58.89,90.0,80.0,640,760.0,855,,1040.0
2015-04-24,31.67,314.6,2,2,969.75,83.0,65.28,57.15,1.9283,364.5,2.9511,2166,605.0,449.4,3.582,612.5,2165.0,625.0,677,678.4,691.6,652.5,57.99,,,640,760.0,870,,1040.0
2015-04-27,31.66,315.1,3,3,973.0,82.5,64.83,56.99,1.9214,360.75,2.916,2121,594.5,452.8,3.5655,600.0,2140.0,622.5,685,554.7,691.4,655.0,56.81,120.0,100.0,640,755.0,880,,1040.0
2015-04-28,31.23,318.7,6,6,977.5,83.5,64.64,57.06,1.9166,361.0,2.936,2098,589.75,454.2,3.554,597.5,2110.0,612.5,675,677.5,681.9,650.0,56.67,120.0,100.0,625,752.0,875,,1030.0
2015-04-29,31.47,324.2,-1,-1,988.5,83.5,65.84,58.58,1.9481,363.75,2.9597,2078,583.75,456.2,3.558,592.5,2090.0,612.5,679,682.8,687.2,635.0,53.18,120.0,100.0,622,750.0,875,,1040.0
2015-04-30,31.51,318.9,5,5,978.5,84.0,66.78,59.63,1.9763,362.5,3.014,2070,581.25,460.5,3.56,597.5,2105.0,615.0,679,694.9,710.3,642.5,43.32,120.0,100.0,625,750.0,875,,1035.0
2015-05-01,31.44,314.7,,,968.5,84.25,66.46,59.15,1.9822,359.75,3.0131,,,459.9,3.56,,,,,,,,49.56,,,,,,,
2015-05-04,32.47,315.8,7,7,983.0,84.5,66.45,58.93,1.9787,358.75,3.0855,,,470.8,3.56,,,,696,696.0,704.8,655.0,58.86,120.0,100.0,630,756.0,870,,
2015-05-05,32.88,318.1,5,5,993.5,86.5,67.52,60.4,2.0145,361.25,3.0525,2136,591.75,472.3,3.61,605.0,2157.5,627.5,711,705.0,718.3,655.0,52.71,120.0,100.0,637,772.0,890,,1060.0
2015-05-06,32.75,317.6,6,6,990.5,85.0,67.77,60.93,2.0161,366.5,3.0321,2166,607.0,464.5,3.57,612.5,2180.0,632.5,711,706.6,719.8,665.0,52.21,120.0,100.0,655,790.0,910,,1060.0
2015-05-07,32.31,317.4,5,5,981.5,85.5,65.54,58.94,1.9617,357.75,3.0245,2156,600.0,465.8,3.5925,610.0,2175.0,622.5,702,696.9,710.1,655.0,55.61,120.0,100.0,640,780.0,915,,1050.0
2015-05-08,32.8,315.2,5,5,984.5,84.25,65.39,59.39,1.9537,358.5,2.972,2146,596.5,466.1,3.595,610.0,2160.0,625.0,710,711.2,724.4,650.0,55.66,120.0,100.0,635,775.0,915,,1050.0
2015-05-11,33.04,312.1,6,6,983.0,84.5,64.91,59.25,1.9454,358.25,3.06,2178,604.75,465.8,3.5985,615.0,2185.0,632.5,713,714.1,729.5,650.0,55.25,120.0,100.0,650,785.0,920,,1030.0
2015-05-12,32.81,302.5,5,5,967.0,84.5,66.86,60.75,1.9989,357.0,3.0193,2206,609.75,460.2,3.615,617.5,2200.0,635.0,713,722.5,731.3,650.0,56.15,120.0,100.0,645,790.0,920,,1030.0
2015-05-13,33.11,301.7,5,5,975.0,84.0,66.81,60.5,2.0051,356.0,3.0389,2190,608.75,461.5,3.5965,612.5,2185.0,630.0,720,724.0,741.6,655.0,62.32,120.0,100.0,645,795.0,925,,1020.0
2015-05-14,33.0,310.6,6,6,963.0,85.0,66.59,59.88,2.0056,361.0,2.993,2199,614.0,471.2,3.58,617.5,2190.0,,730,730.6,743.8,,66.44,120.0,100.0,645,792.0,925,,1010.0
